City,Price,Date,Beach
Paris,87.25,2025-07-21,False
Rome,97.72,2025-07-20,True
Madrid,123.85,2025-07-22,False
Lisbon,187.6,2025-07-20,True
Athens,185.28,2025-07-22,True
Barcelona,73.1,2025-07-22,True
Berlin,141.76,2025-07-21,False
Milan,131.26,2025-07-22,False
Vienna,159.9,2025-07-18,False
Brussels,135.48,2025-07-19,False
Prague,160.22,2025-07-22,False
Zurich,155.51,2025-07-22,False
Cairo,242.21,2025-07-18,False
Casablanca,183.47,2025-07-20,True
Marrakech,164.12,2025-07-19,False
Tunis,189.66,2025-07-22,True
Algiers,188.6,2025-07-21,True
Tangier,259.89,2025-07-18,True
Beirut,285.61,2025-07-21,True
Amman,283.23,2025-07-19,True
Istanbul,219.15,2025-07-22,True
Doha,243.99,2025-07-19,True
Manama,244.48,2025-07-18,True
Nice,112.9,2025-07-18,True
Santorini,207.38,2025-07-22,True
Albufeira,62.63,2025-07-18,True
Catania,92.01,2025-07-21,True
Malaga,92.01,2025-07-22,True
Dubrovnik,103.94,2025-07-18,True
Naples,122.85,2025-07-22,True
Toulon,221.57,2025-07-21,True
Sharm El Sheikh,306.66,2025-07-19,True
Hurghada,217.47,2025-07-22,True
Djerba,264.64,2025-07-22,True
Essaouira,200.81,2025-07-19,True
Agadir,139.69,2025-07-20,True
