City,Price,Date,Beach
Paris,83.42,2025-07-13,False
Amsterdam,67.24,2025-07-15,False
Rome,93.48,2025-07-16,True
Madrid,131.3,2025-07-14,False
Lisbon,126.43,2025-07-16,True
Athens,96.08,2025-07-15,True
Barcelona,52.21,2025-07-15,True
Berlin,129.82,2025-07-14,False
Milan,105.94,2025-07-14,False
Vienna,121.9,2025-07-14,False
Brussels,123.81,2025-07-15,False
Prague,96.82,2025-07-15,False
Budapest,124.29,2025-07-14,False
Zurich,137.74,2025-07-14,False
Cairo,204.28,2025-07-14,False
Casablanca,165.92,2025-07-16,True
Marrakech,115.23,2025-07-16,False
Tunis,193.65,2025-07-16,True
Algiers,312.6,2025-07-13,True
Tangier,225.4,2025-07-15,True
Beirut,286.24,2025-07-17,True
Amman,251.76,2025-07-14,True
Istanbul,153.32,2025-07-16,True
Doha,207.13,2025-07-14,True
Manama,197.61,2025-07-17,True
Nice,99.03,2025-07-15,True
Santorini,138.24,2025-07-15,True
Albufeira,44.24,2025-07-15,True
Catania,73.12,2025-07-16,True
Dubrovnik,64.16,2025-07-16,True
Naples,78.11,2025-07-15,True
Toulon,215.77,2025-07-15,True
Hurghada,214.08,2025-07-14,True
Djerba,284.94,2025-07-17,True
Essaouira,230.02,2025-07-16,True
Agadir,104.95,2025-07-13,True
