City,Temperature (°C)
United Kingdom,18
Paris,25
Amsterdam,25
Rome,33
Madrid,34
Lisbon,28
Athens,35
Barcelona,28
Berlin,29
Milan,29
Vienna,30
Brussels,25
Prague,27
Budapest,32
Zurich,24
Cairo,39
Casablanca,27
Marrakech,39
Tunis,39
Algiers,28
Tripoli,32
Tangier,31
Beirut,31
Amman,32
Istanbul,31
Doha,41
Manama,38
Nice,20
Santorini,26
Albufeira,30
Catania,33
Malaga,30
Dubrovnik,26
Naples,29
Toulon,26
Sharm El Sheikh,35
Hurghada,37
Djerba,30
Essaouira,26
Agadir,25
