City,Price,Date,Beach
Paris,96.71,2025-06-05,False
Amsterdam,61.93,2025-06-07,False
Rome,111.78,2025-06-03,True
Madrid,66.17,2025-06-03,False
Athens,135.59,2025-06-06,True
Barcelona,73.12,2025-06-03,True
Berlin,127.99,2025-06-06,False
Milan,64.19,2025-06-04,False
Vienna,99.76,2025-06-04,False
Brussels,125.23,2025-06-04,False
Prague,86.77,2025-06-05,False
Budapest,109.36,2025-06-07,False
Zurich,113.77,2025-06-04,False
Cairo,174.08,2025-06-07,False
Casablanca,96.87,2025-06-03,True
Marrakech,122.51,2025-06-04,False
Tunis,193.39,2025-06-06,True
Algiers,138.56,2025-06-06,True
Tangier,150.05,2025-06-03,True
Beirut,310.12,2025-06-06,True
Amman,172.68,2025-06-07,True
Istanbul,116.35,2025-06-06,True
Doha,216.21,2025-06-03,True
Manama,148.69,2025-06-06,True
Nice,76.08,2025-06-03,True
Santorini,146.83,2025-06-04,True
Albufeira,34.36,2025-06-04,True
Catania,110.63,2025-06-06,True
Malaga,53.21,2025-06-03,True
Dubrovnik,64.19,2025-06-05,True
Naples,85.01,2025-06-03,True
Toulon,196.92,2025-06-07,True
Hurghada,152.39,2025-06-03,True
Agadir,88.05,2025-06-05,True
