City,Price,Date,Beach
Paris,110.13,2025-08-17,False
Amsterdam,82.79,2025-08-13,False
Rome,116.49,2025-08-13,True
Madrid,125.42,2025-08-15,False
Lisbon,121.66,2025-08-17,True
Athens,94.69,2025-08-14,True
Barcelona,79.82,2025-08-13,True
Berlin,135.33,2025-08-15,False
Milan,92.72,2025-08-17,False
Vienna,169.96,2025-08-14,False
Brussels,176.51,2025-08-13,False
Prague,145.68,2025-08-17,False
Budapest,124.23,2025-08-13,False
Zurich,164.12,2025-08-13,False
Cairo,206.38,2025-08-17,False
Casablanca,149.05,2025-08-14,True
Marrakech,100.23,2025-08-13,False
Tunis,201.67,2025-08-17,True
Algiers,178.67,2025-08-16,True
Tangier,180.24,2025-08-17,True
Beirut,171.75,2025-08-13,True
Amman,202.3,2025-08-14,True
Istanbul,185.44,2025-08-14,True
Doha,298.65,2025-08-17,True
Manama,266.26,2025-08-13,True
Nice,97.67,2025-08-16,True
Santorini,210.4,2025-08-14,True
Albufeira,47.7,2025-08-16,True
Catania,92.71,2025-08-15,True
Malaga,66.63,2025-08-17,True
Dubrovnik,79.82,2025-08-14,True
Naples,89.73,2025-08-14,True
Toulon,236.4,2025-08-17,True
Sharm El Sheikh,302.76,2025-08-14,True
Hurghada,247.4,2025-08-17,True
Djerba,232.01,2025-08-13,True
Agadir,64.29,2025-08-14,True
