City,Price,Date,Beach
Paris,64.46,2025-04-29,False
Amsterdam,71.46,2025-04-29,False
Rome,108.49,2025-05-01,True
Madrid,90.92,2025-04-29,False
Lisbon,74.83,2025-04-29,True
Barcelona,43.45,2025-04-29,True
Berlin,88.24,2025-05-02,False
Milan,114.91,2025-04-29,False
Vienna,103.09,2025-04-29,False
Brussels,168.82,2025-04-29,False
Prague,50.63,2025-04-30,False
Budapest,59.23,2025-05-03,False
Zurich,136.54,2025-04-30,False
Cairo,180.73,2025-04-29,False
Marrakech,52.73,2025-04-29,False
Tunis,176.14,2025-05-02,True
Algiers,105.33,2025-04-29,True
Tangier,161.74,2025-04-29,True
Beirut,193.2,2025-04-30,True
Istanbul,142.92,2025-04-29,True
Doha,175.26,2025-05-03,True
Manama,180.62,2025-05-03,True
Nice,91.85,2025-04-29,True
Santorini,89.91,2025-05-02,True
Albufeira,36.69,2025-04-29,True
Catania,39.23,2025-04-30,True
Malaga,46.83,2025-04-29,True
Dubrovnik,44.3,2025-04-29,True
Naples,70.48,2025-04-29,True
Sharm El Sheikh,155.52,2025-04-29,True
Hurghada,164.27,2025-04-29,True
Djerba,242.05,2025-05-03,True
Essaouira,261.43,2025-05-02,True
Agadir,108.89,2025-04-30,True
