City,Price,Date,Beach
Paris,100.79,2025-11-11,False
Amsterdam,60.43,2025-11-11,False
Madrid,39.03,2025-11-15,False
Lisbon,43.95,2025-11-15,True
Athens,45.01,2025-11-13,True
Barcelona,29.22,2025-11-11,True
Berlin,34.14,2025-11-15,False
Milan,75.96,2025-11-12,False
Vienna,87.38,2025-11-14,False
Brussels,67.8,2025-11-12,False
Budapest,27.57,2025-11-15,False
Zurich,87.13,2025-11-11,False
Cairo,136.34,2025-11-15,False
Casablanca,90.32,2025-11-15,True
Marrakech,60.55,2025-11-15,False
Tunis,118.84,2025-11-15,True
Algiers,89.5,2025-11-13,True
Beirut,110.16,2025-11-15,True
Amman,77.3,2025-11-15,True
Istanbul,101.3,2025-11-13,True
Manama,156.5,2025-11-13,True
Nice,74.35,2025-11-15,True
Santorini,114.0,2025-11-15,True
Albufeira,31.4,2025-11-15,True
Catania,62.7,2025-11-15,True
Malaga,32.21,2025-11-15,True
Dubrovnik,101.65,2025-11-11,True
Naples,72.22,2025-11-15,True
Toulon,228.02,2025-11-15,True
Sharm El Sheikh,114.48,2025-11-15,True
Hurghada,113.48,2025-11-15,True
Djerba,209.82,2025-11-12,True
Essaouira,56.49,2025-11-15,True
Agadir,70.62,2025-11-13,True
