City,Price,Date,Beach
Paris,48.64,2026-02-23,False
Amsterdam,65.72,2026-02-23,False
Rome,50.56,2026-02-23,True
Madrid,63.64,2026-02-23,False
Lisbon,76.49,2026-02-23,True
Athens,104.54,2026-02-21,True
Barcelona,32.88,2026-02-22,True
Berlin,54.6,2026-02-22,False
Milan,57.79,2026-02-23,False
Vienna,56.84,2026-02-23,False
Brussels,78.17,2026-02-23,False
Prague,35.88,2026-02-23,False
Budapest,32.78,2026-02-20,False
Zurich,81.23,2026-02-23,False
Cairo,157.42,2026-02-22,False
Casablanca,101.32,2026-02-22,True
Marrakech,39.88,2026-02-23,False
Tunis,125.26,2026-02-23,True
Algiers,64.98,2026-02-22,True
Tangier,52.92,2026-02-23,True
Beirut,122.57,2026-02-23,True
Amman,87.51,2026-02-21,True
Istanbul,91.23,2026-02-23,True
Doha,119.23,2026-02-23,True
Manama,108.19,2026-02-21,True
Nice,103.91,2026-02-20,True
Santorini,135.18,2026-02-23,True
Albufeira,26.87,2026-02-22,True
Catania,73.67,2026-02-21,True
Malaga,35.02,2026-02-21,True
Dubrovnik,118.54,2026-02-22,True
Naples,87.73,2026-02-23,True
Toulon,198.05,2026-02-21,True
Sharm El Sheikh,95.89,2026-02-23,True
Hurghada,73.84,2026-02-23,True
Djerba,118.0,2026-02-22,True
Essaouira,74.44,2026-02-22,True
Agadir,34.43,2026-02-22,True
