City,Price,Date,Beach
Paris,73.56,2025-11-16,False
Amsterdam,56.66,2025-11-17,False
Rome,38.76,2025-11-16,True
Madrid,36.11,2025-11-17,False
Lisbon,67.14,2025-11-15,True
Athens,31.75,2025-11-13,True
Berlin,32.29,2025-11-16,False
Milan,73.89,2025-11-17,False
Vienna,79.62,2025-11-17,False
Brussels,55.97,2025-11-17,False
Prague,47.12,2025-11-16,False
Budapest,31.93,2025-11-17,False
Zurich,115.52,2025-11-16,False
Casablanca,119.45,2025-11-15,True
Tunis,133.98,2025-11-15,True
Algiers,74.2,2025-11-13,True
Tangier,55.67,2025-11-16,True
Beirut,82.89,2025-11-14,True
Amman,71.6,2025-11-17,True
Istanbul,118.84,2025-11-17,True
Manama,149.81,2025-11-17,True
Nice,108.68,2025-11-16,True
Santorini,87.54,2025-11-13,True
Albufeira,31.75,2025-11-16,True
Catania,71.32,2025-11-15,True
Toulon,207.95,2025-11-16,True
Sharm El Sheikh,88.11,2025-11-16,True
Hurghada,127.16,2025-11-17,True
Djerba,112.02,2025-11-17,True
Agadir,54.07,2025-11-16,True
