City,Price,Date,Beach
Paris,55.39,2026-01-25,False
Amsterdam,40.57,2026-01-26,False
Rome,39.63,2026-01-26,True
Madrid,43.34,2026-01-26,False
Lisbon,29.19,2026-01-26,True
Athens,48.4,2026-01-24,True
Barcelona,24.83,2026-01-26,True
Berlin,41.96,2026-01-24,False
Milan,42.5,2026-01-26,False
Vienna,40.95,2026-01-26,False
Brussels,40.94,2026-01-26,False
Prague,44.12,2026-01-24,False
Budapest,32.87,2026-01-26,False
Zurich,76.0,2026-01-24,False
Cairo,135.53,2026-01-26,False
Casablanca,81.73,2026-01-26,True
Marrakech,39.72,2026-01-26,False
Tunis,102.6,2026-01-27,True
Algiers,51.93,2026-01-26,True
Tangier,40.23,2026-01-26,True
Beirut,104.74,2026-01-26,True
Amman,41.02,2026-01-26,True
Istanbul,85.29,2026-01-26,True
Doha,137.92,2026-01-24,True
Manama,139.99,2026-01-26,True
Nice,46.67,2026-01-27,True
Santorini,93.74,2026-01-24,True
Albufeira,20.94,2026-01-26,True
Catania,53.37,2026-01-26,True
Malaga,28.73,2026-01-25,True
Dubrovnik,60.87,2026-01-26,True
Naples,44.93,2026-01-25,True
Toulon,142.31,2026-01-25,True
Sharm El Sheikh,83.24,2026-01-27,True
Hurghada,91.73,2026-01-25,True
Djerba,118.51,2026-01-24,True
Essaouira,34.43,2026-01-26,True
Agadir,34.92,2026-01-25,True
