City,Price,Date,Beach
Paris,64.13,2025-06-08,False
Amsterdam,101.8,2025-06-08,False
Rome,67.18,2025-06-08,True
Madrid,98.89,2025-06-08,False
Lisbon,95.55,2025-06-08,True
Athens,84.51,2025-06-05,True
Barcelona,37.97,2025-06-08,True
Berlin,61.14,2025-06-08,False
Milan,111.96,2025-06-05,False
Vienna,112.94,2025-06-07,False
Brussels,116.28,2025-06-08,False
Prague,64.11,2025-06-04,False
Budapest,32.45,2025-06-07,False
Zurich,116.21,2025-06-05,False
Cairo,161.64,2025-06-07,False
Casablanca,129.49,2025-06-08,True
Marrakech,75.64,2025-06-07,False
Tunis,173.87,2025-06-08,True
Algiers,137.39,2025-06-07,True
Tangier,121.28,2025-06-08,True
Beirut,180.75,2025-06-06,True
Amman,146.81,2025-06-05,True
Istanbul,107.43,2025-06-07,True
Doha,170.07,2025-06-05,True
Manama,152.53,2025-06-05,True
Nice,61.07,2025-06-06,True
Albufeira,79.7,2025-06-07,True
Catania,73.06,2025-06-07,True
Malaga,60.79,2025-06-07,True
Dubrovnik,72.37,2025-06-05,True
Naples,68.04,2025-06-07,True
Toulon,205.76,2025-06-04,True
Sharm El Sheikh,122.27,2025-06-08,True
Djerba,186.04,2025-06-07,True
Essaouira,251.77,2025-06-05,True
Agadir,61.4,2025-06-04,True
