City,Price,Date,Beach
Paris,55.66,2026-02-10,False
Amsterdam,54.62,2026-02-10,False
Rome,58.11,2026-02-09,True
Madrid,52.76,2026-02-09,False
Lisbon,51.87,2026-02-09,True
Athens,75.32,2026-02-08,True
Barcelona,71.33,2026-02-09,True
Berlin,52.49,2026-02-09,False
Milan,65.22,2026-02-10,False
Vienna,46.28,2026-02-07,False
Brussels,53.46,2026-02-09,False
Prague,56.29,2026-02-09,False
Budapest,32.78,2026-02-09,False
Zurich,86.79,2026-02-09,False
Cairo,160.53,2026-02-10,False
Casablanca,98.06,2026-02-09,True
Marrakech,67.79,2026-02-09,False
Tunis,108.49,2026-02-11,True
Algiers,88.66,2026-02-07,True
Tangier,64.47,2026-02-08,True
Beirut,98.91,2026-02-09,True
Amman,89.31,2026-02-09,True
Istanbul,98.45,2026-02-09,True
Doha,166.04,2026-02-09,True
Manama,159.7,2026-02-09,True
Nice,73.58,2026-02-07,True
Santorini,151.97,2026-02-08,True
Albufeira,26.75,2026-02-08,True
Catania,187.48,2026-02-12,True
Malaga,42.88,2026-02-09,True
Dubrovnik,65.82,2026-02-08,True
Naples,80.78,2026-02-10,True
Toulon,175.75,2026-02-08,True
Sharm El Sheikh,110.83,2026-02-09,True
Hurghada,113.8,2026-02-09,True
Djerba,168.7,2026-02-07,True
Essaouira,68.57,2026-02-09,True
Agadir,78.63,2026-02-07,True
