City,Price,Date,Beach
Paris,51.37,2026-01-12,False
Amsterdam,30.2,2026-01-12,False
Rome,52.26,2026-01-08,True
Madrid,24.76,2026-01-11,False
Lisbon,45.9,2026-01-11,True
Athens,50.43,2026-01-12,True
Barcelona,41.25,2026-01-11,True
Berlin,34.29,2026-01-12,False
Milan,44.94,2026-01-12,False
Vienna,45.74,2026-01-11,False
Brussels,46.13,2026-01-09,False
Prague,21.82,2026-01-12,False
Budapest,31.61,2026-01-12,False
Zurich,83.37,2026-01-12,False
Cairo,141.75,2026-01-10,False
Casablanca,72.74,2026-01-12,True
Marrakech,44.77,2026-01-10,False
Tunis,104.2,2026-01-12,True
Algiers,66.55,2026-01-11,True
Tangier,43.83,2026-01-11,True
Beirut,97.12,2026-01-11,True
Amman,56.07,2026-01-12,True
Istanbul,78.42,2026-01-12,True
Doha,149.87,2026-01-07,True
Manama,110.43,2026-01-08,True
Nice,57.16,2026-01-11,True
Santorini,228.33,2026-01-07,True
Albufeira,31.61,2026-01-09,True
Catania,45.85,2026-01-10,True
Malaga,24.76,2026-01-11,True
Dubrovnik,67.22,2026-01-11,True
Naples,50.48,2026-01-12,True
Toulon,135.15,2026-01-10,True
Sharm El Sheikh,85.68,2026-01-12,True
Hurghada,85.67,2026-01-10,True
Djerba,99.03,2026-01-08,True
Essaouira,58.96,2026-01-12,True
Agadir,40.46,2026-01-11,True
