City,Temperature (°C)
United Kingdom,23
Paris,40
Amsterdam,35
Rome,35
Madrid,41
Lisbon,31
Athens,35
Barcelona,34
Berlin,39
Milan,43
Vienna,39
Brussels,38
Prague,37
Budapest,42
Zurich,38
Cairo,42
Casablanca,31
Marrakech,46
Tunis,42
Algiers,32
Tripoli,33
Tangier,36
Beirut,34
Amman,37
Istanbul,31
Doha,44
Manama,37
Nice,29
Santorini,27
Albufeira,30
Catania,34
Malaga,33
Dubrovnik,30
Naples,31
Toulon,30
Sharm El Sheikh,35
Hurghada,36
Djerba,34
Essaouira,28
Agadir,34
