City,Price,Date,Beach
Paris,90.74,2025-07-16,False
Amsterdam,62.01,2025-07-20,False
Rome,83.6,2025-07-20,True
Madrid,130.56,2025-07-16,False
Lisbon,126.03,2025-07-16,True
Athens,152.83,2025-07-16,True
Barcelona,60.97,2025-07-16,True
Berlin,156.17,2025-07-17,False
Milan,114.17,2025-07-16,False
Vienna,166.32,2025-07-16,False
Brussels,144.97,2025-07-18,False
Prague,116.03,2025-07-17,False
Budapest,133.88,2025-07-16,False
Zurich,119.06,2025-07-16,False
Cairo,255.67,2025-07-19,False
Casablanca,175.66,2025-07-16,True
Marrakech,166.2,2025-07-16,False
Tunis,222.51,2025-07-16,True
Algiers,207.31,2025-07-20,True
Tangier,297.52,2025-07-17,True
Beirut,299.37,2025-07-17,True
Amman,319.36,2025-07-17,True
Istanbul,175.32,2025-07-16,True
Doha,243.33,2025-07-19,True
Manama,217.46,2025-07-17,True
Nice,103.74,2025-07-18,True
Santorini,159.71,2025-07-16,True
Albufeira,54.03,2025-07-17,True
Catania,81.8,2025-07-16,True
Malaga,72.87,2025-07-17,True
Dubrovnik,71.75,2025-07-16,True
Naples,111.58,2025-07-17,True
Toulon,251.48,2025-07-16,True
Sharm El Sheikh,268.86,2025-07-17,True
Hurghada,217.23,2025-07-17,True
Djerba,300.69,2025-07-20,True
Agadir,139.37,2025-07-20,True
