City,Price,Date,Beach
Paris,127.26,2025-07-19,False
Amsterdam,135.46,2025-07-19,False
Rome,103.03,2025-07-21,True
Madrid,156.97,2025-07-23,False
Lisbon,173.87,2025-07-22,True
Athens,132.81,2025-07-22,True
Barcelona,108.71,2025-07-23,True
Berlin,129.15,2025-07-21,False
Milan,121.65,2025-07-22,False
Vienna,160.16,2025-07-23,False
Brussels,146.63,2025-07-19,False
Budapest,101.27,2025-07-21,False
Zurich,120.42,2025-07-22,False
Cairo,254.93,2025-07-22,False
Casablanca,214.04,2025-07-20,True
Marrakech,151.01,2025-07-21,False
Tunis,247.97,2025-07-23,True
Tangier,256.64,2025-07-20,True
Beirut,276.11,2025-07-22,True
Amman,279.11,2025-07-23,True
Istanbul,223.76,2025-07-22,True
Doha,264.69,2025-07-23,True
Manama,216.91,2025-07-23,True
Nice,119.0,2025-07-21,True
Santorini,120.01,2025-07-22,True
Albufeira,65.08,2025-07-23,True
Catania,80.32,2025-07-19,True
Malaga,115.94,2025-07-20,True
Dubrovnik,76.26,2025-07-22,True
Naples,99.44,2025-07-22,True
Toulon,202.49,2025-07-23,True
Sharm El Sheikh,265.71,2025-07-22,True
Hurghada,234.93,2025-07-20,True
Djerba,280.83,2025-07-20,True
Essaouira,181.11,2025-07-23,True
Agadir,146.53,2025-07-23,True
