City,Price,Date,Beach
Paris,188.15,2025-05-27,False
Amsterdam,99.91,2025-05-27,False
Madrid,164.17,2025-05-27,False
Lisbon,143.09,2025-05-27,True
Athens,116.75,2025-05-27,True
Barcelona,103.92,2025-05-27,True
Berlin,115.82,2025-05-26,False
Milan,94.35,2025-05-27,False
Vienna,102.26,2025-05-26,False
Brussels,129.5,2025-05-27,False
Prague,77.5,2025-05-26,False
Budapest,63.26,2025-05-27,False
Zurich,100.14,2025-05-26,False
Cairo,196.56,2025-05-27,False
Casablanca,138.22,2025-05-27,True
Tunis,238.54,2025-05-26,True
Tangier,152.58,2025-05-27,True
Beirut,238.15,2025-05-27,True
Amman,129.23,2025-05-27,True
Istanbul,133.06,2025-05-27,True
Doha,205.52,2025-05-27,True
Manama,162.06,2025-05-27,True
Santorini,96.88,2025-05-27,True
Albufeira,89.3,2025-05-27,True
Catania,103.89,2025-05-27,True
Dubrovnik,76.65,2025-05-27,True
Naples,95.19,2025-05-27,True
Toulon,265.98,2025-05-25,True
Hurghada,160.56,2025-05-27,True
Djerba,257.09,2025-05-27,True
Agadir,133.12,2025-05-25,True
