City,Price,Date,Beach
Paris,122.82,2025-04-07,False
Amsterdam,100.7,2025-04-07,False
Rome,120.0,2025-04-04,True
Madrid,85.5,2025-04-07,False
Lisbon,85.39,2025-04-07,True
Athens,145.35,2025-04-08,True
Barcelona,107.1,2025-04-07,True
Berlin,64.93,2025-04-07,False
Milan,105.56,2025-04-07,False
Vienna,107.35,2025-04-04,False
Brussels,157.7,2025-04-05,False
Prague,76.82,2025-04-07,False
Budapest,62.47,2025-04-08,False
Zurich,125.96,2025-04-04,False
Cairo,242.88,2025-04-08,False
Casablanca,176.16,2025-04-08,True
Marrakech,106.17,2025-04-08,False
Tunis,194.2,2025-04-05,True
Algiers,166.83,2025-04-07,True
Tangier,151.01,2025-04-07,True
Beirut,249.08,2025-04-08,True
Amman,235.87,2025-04-07,True
Istanbul,196.04,2025-04-08,True
Doha,337.43,2025-04-05,True
Manama,318.92,2025-04-05,True
Nice,102.27,2025-04-04,True
Santorini,193.01,2025-04-04,True
Albufeira,102.27,2025-04-06,True
Catania,182.41,2025-04-06,True
Malaga,67.87,2025-04-08,True
Dubrovnik,143.91,2025-04-05,True
Naples,111.69,2025-04-08,True
Toulon,222.93,2025-04-05,True
Sharm El Sheikh,237.2,2025-04-08,True
Hurghada,283.83,2025-04-07,True
Djerba,252.49,2025-04-07,True
Essaouira,307.2,2025-04-07,True
Agadir,125.58,2025-04-06,True
