City,Price,Date,Beach
Amsterdam,63.4,2025-10-31,False
Rome,58.87,2025-10-30,True
Madrid,31.47,2025-10-31,False
Lisbon,61.49,2025-10-28,True
Athens,46.98,2025-10-30,True
Barcelona,29.25,2025-10-29,True
Berlin,69.51,2025-10-29,False
Milan,58.11,2025-10-29,False
Vienna,41.57,2025-10-31,False
Brussels,124.05,2025-10-29,False
Prague,78.45,2025-10-31,False
Budapest,37.3,2025-10-31,False
Zurich,96.85,2025-10-30,False
Cairo,124.95,2025-10-29,False
Casablanca,93.86,2025-10-31,True
Marrakech,46.87,2025-10-31,False
Tunis,119.93,2025-10-28,True
Algiers,67.1,2025-10-30,True
Beirut,124.63,2025-10-31,True
Amman,82.52,2025-10-29,True
Doha,177.6,2025-10-28,True
Manama,134.28,2025-10-30,True
Nice,34.36,2025-10-31,True
Santorini,61.4,2025-10-31,True
Albufeira,24.74,2025-10-28,True
Catania,53.78,2025-10-29,True
Malaga,29.25,2025-10-29,True
Dubrovnik,62.14,2025-10-28,True
Naples,56.94,2025-10-29,True
Sharm El Sheikh,121.63,2025-10-31,True
Hurghada,116.49,2025-10-30,True
Djerba,150.42,2025-10-30,True
Essaouira,60.8,2025-10-30,True
Agadir,58.25,2025-10-30,True
