City,Price,Date,Beach
Paris,43.4,2025-09-08,False
Amsterdam,53.42,2025-09-07,False
Rome,72.18,2025-09-08,True
Madrid,70.69,2025-09-08,False
Lisbon,79.68,2025-09-08,True
Barcelona,48.33,2025-09-09,True
Berlin,70.69,2025-09-09,False
Milan,81.27,2025-09-08,False
Vienna,78.87,2025-09-09,False
Brussels,75.84,2025-09-08,False
Prague,45.88,2025-09-09,False
Budapest,63.67,2025-09-08,False
Zurich,110.68,2025-09-09,False
Cairo,148.99,2025-09-09,False
Marrakech,63.67,2025-09-06,False
Tunis,101.44,2025-09-08,True
Algiers,81.87,2025-09-09,True
Tangier,72.31,2025-09-08,True
Beirut,131.6,2025-09-08,True
Amman,95.93,2025-09-06,True
Doha,174.56,2025-09-09,True
Manama,184.39,2025-09-06,True
Santorini,88.29,2025-09-08,True
Albufeira,42.3,2025-09-09,True
Catania,84.61,2025-09-05,True
Malaga,58.77,2025-09-07,True
Dubrovnik,70.74,2025-09-05,True
Naples,74.34,2025-09-09,True
Toulon,164.61,2025-09-09,True
Hurghada,97.62,2025-09-09,True
Djerba,135.48,2025-09-09,True
Agadir,60.68,2025-09-07,True
