City,Price,Date,Beach
Paris,62.27,2025-06-23,False
Amsterdam,59.72,2025-06-20,False
Rome,98.87,2025-06-23,True
Madrid,81.09,2025-06-20,False
Lisbon,112.85,2025-06-19,True
Athens,100.54,2025-06-19,True
Barcelona,66.54,2025-06-23,True
Berlin,99.84,2025-06-19,False
Vienna,90.38,2025-06-19,False
Brussels,103.26,2025-06-19,False
Prague,78.61,2025-06-23,False
Budapest,76.21,2025-06-19,False
Zurich,90.38,2025-06-19,False
Cairo,175.63,2025-06-23,False
Casablanca,112.1,2025-06-19,True
Marrakech,95.28,2025-06-21,False
Tunis,156.3,2025-06-23,True
Algiers,133.96,2025-06-21,True
Tangier,188.92,2025-06-23,True
Beirut,178.49,2025-06-19,True
Amman,147.57,2025-06-19,True
Istanbul,109.87,2025-06-23,True
Doha,187.31,2025-06-21,True
Manama,193.81,2025-06-21,True
Nice,102.92,2025-06-22,True
Santorini,145.4,2025-06-21,True
Albufeira,33.34,2025-06-19,True
Catania,80.09,2025-06-23,True
Malaga,33.34,2025-06-19,True
Dubrovnik,102.95,2025-06-23,True
Naples,80.92,2025-06-21,True
Toulon,142.85,2025-06-23,True
Sharm El Sheikh,186.93,2025-06-21,True
Hurghada,106.28,2025-06-19,True
Djerba,175.57,2025-06-23,True
Essaouira,131.14,2025-06-19,True
Agadir,27.02,2025-06-19,True
