City,Price,Date,Beach
Paris,51.35,2025-09-02,False
Amsterdam,53.14,2025-09-03,False
Rome,103.15,2025-09-01,True
Athens,97.19,2025-09-02,True
Berlin,105.62,2025-09-02,False
Milan,75.32,2025-09-03,False
Vienna,127.21,2025-09-03,False
Brussels,126.82,2025-09-01,False
Prague,71.84,2025-09-02,False
Budapest,55.7,2025-09-01,False
Zurich,129.46,2025-09-01,False
Cairo,172.86,2025-08-31,False
Casablanca,116.62,2025-09-02,True
Marrakech,58.42,2025-09-03,False
Tunis,145.04,2025-09-02,True
Algiers,106.93,2025-09-03,True
Tangier,114.63,2025-09-01,True
Beirut,131.21,2025-08-31,True
Doha,182.09,2025-09-02,True
Manama,228.19,2025-08-30,True
Nice,65.38,2025-09-02,True
Catania,184.43,2025-09-01,True
Malaga,42.78,2025-08-31,True
Dubrovnik,64.39,2025-09-01,True
Naples,78.3,2025-09-02,True
Toulon,188.96,2025-09-01,True
Sharm El Sheikh,316.05,2025-09-03,True
Hurghada,142.82,2025-09-03,True
Djerba,145.98,2025-09-02,True
Essaouira,115.32,2025-09-03,True
Agadir,57.43,2025-09-03,True
