City,Price,Date,Beach
Paris,51.6,2026-01-05,False
Amsterdam,57.57,2026-01-06,False
Rome,55.51,2026-01-03,True
Madrid,45.59,2026-01-06,False
Lisbon,47.01,2026-01-05,True
Athens,65.93,2026-01-06,True
Barcelona,55.51,2026-01-03,True
Berlin,57.5,2026-01-04,False
Milan,51.55,2026-01-05,False
Vienna,60.26,2026-01-04,False
Brussels,72.18,2026-01-06,False
Prague,23.88,2026-01-05,False
Budapest,36.64,2026-01-04,False
Zurich,61.47,2026-01-03,False
Cairo,176.9,2026-01-05,False
Casablanca,81.91,2026-01-06,True
Marrakech,43.88,2026-01-03,False
Tunis,116.77,2026-01-05,True
Algiers,85.97,2026-01-06,True
Tangier,42.64,2026-01-04,True
Beirut,91.22,2026-01-02,True
Amman,59.71,2026-01-04,True
Istanbul,61.46,2026-01-05,True
Doha,217.11,2026-01-06,True
Manama,193.79,2026-01-05,True
Nice,57.49,2026-01-03,True
Santorini,157.85,2026-01-04,True
Albufeira,25.91,2026-01-05,True
Catania,53.53,2026-01-05,True
Malaga,26.83,2026-01-05,True
Dubrovnik,86.31,2026-01-04,True
Naples,58.01,2026-01-06,True
Toulon,137.44,2026-01-06,True
Sharm El Sheikh,72.45,2026-01-02,True
Hurghada,92.86,2026-01-05,True
Djerba,120.88,2026-01-05,True
Essaouira,70.37,2026-01-05,True
Agadir,36.8,2026-01-04,True
